Name,Price,Discount,Rating,Offers,Capacity,Seller Name,Highlights,Services,Description
ASOSS GROUP X 1000 GB All in One PC's Internal Solid St...,"₹4,250",29% off,4.3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,ASOSSGROUP,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 1000 GB,All in One PC's","5 YEARS,Cash on Delivery available,No Returns Applicable","A solid-state drive, or SSD, is a type of computer storage device. This non-volatile storage medium uses solid-state flash memory to store persistent data. Traditional hard disc drives (HDDs) are being replaced in computers by SSDs, which perform the same basic operations as a hard drive. SSDs, on the other hand, are substantially faster."
"BRYT M.2 2280 PCle Gen 3X2 SSD 512 GB Desktop, Laptop I...","₹2,550",63% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Brytindia42,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 512 GB,Desktop, Laptop","3 Year Warranty,Cash on Delivery available,No Returns Applicable","NVMe (Non-Volatile Memory Express) is a communications interface and driver that defines a command set and feature set for PCIe-based SSDs with the goals of increased and efficient performance and interoperability on a broad range of enterprise and client systems. NVMe technology is available in a number of form factors such as the PCIe card slot, M.2, and U.2. While there are SSDs that use the SATA, PCIe slot and M.2 that are AHCI and not NVMe, U.2 is a form factor that exclusively uses the NVMe protocol. FEATURES Native – PCIe SSD M.2 NVMe form factor Compliant with NVM Express Specification Rev.1.3 Capacity: 128GB, 256GB,512GB Compliant with PCI Express Base Specification Rev. 3.0 Support SMART and TRIM commands Support TLC NAND type flash LDPC + RAID"
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹14,999",45% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 25% off (price inclusive of cashback/coupon)",2 TB,MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
ASOSS ENTERPRISES BX500 240 GB 240 GB All in One PC's I...,"₹1,869",62% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Asoss Enterprises,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 240 GB,All in One PC's","3 YEARS,Cash on Delivery available,No Returns Applicable","A solid-state drive, or SSD, is a type of computer storage device. This non-volatile storage medium uses solid-state flash memory to store persistent data. Traditional hard disc drives (HDDs) are being replaced in computers by SSDs, which perform the same basic operations as a hard drive. SSDs, on the other hand, are substantially faster."
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹6,199",31% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 500 GB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
SanDisk Extreme Pro 2 TB External Solid State Drive (SS...,"₹30,001",62% off,4.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",2 TB,RetailNet,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.1","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
WD 1 TB External Solid State Drive (SSD),"₹6,999",39% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 17% off (price inclusive of cashback/coupon)",1 TB,MPDSLERetail,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.0,1 Port","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Ant Esports 690 Neo Pro M.2 128 GB All in One PC's Inte...,"₹1,065",70% off,3.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 67% off (price inclusive of cashback/coupon)",,RetailNet,"Type: SSD,Interface: SATA,Form Factor: M.2,Capacity: 128 GB,All in One PC's","Manufacturer Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available",
Seagate Firecuda 520 with PCIe Gen4 x4 NVMe 1.3 for Gam...,"₹13,591",38% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",,RetailNet,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹15,319",72% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 21% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
SAMSUNG MU-PE4T0S/WW / T7 Shield 2TB USB 3.2 Gen 2(10 G...,"₹29,499",70% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 70% off (price inclusive of cashback/coupon)","1 TB,4 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 4 TB,Connectivity: USB 3.2","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair",
ASOSS ENTERPRISES X 256 GB All in One PC's Internal Sol...,"₹1,755",64% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Asoss Enterprises,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 256 GB,All in One PC's","5 YEARS,Cash on Delivery available,No Returns Applicable","A solid-state drive, or SSD, is a type of computer storage device. This non-volatile storage medium uses solid-state flash memory to store persistent data. Traditional hard disc drives (HDDs) are being replaced in computers by SSDs, which perform the same basic operations as a hard drive. SSDs, on the other hand, are substantially faster."
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹7,799",51% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 29% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Crucial BX500 480 GB Laptop Internal Solid State Drive ...,"₹3,850",38% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,PRIMESALE,"Type: SSD,Interface: SATA,Form Factor: mSATA,Capacity: 480 GB,Laptop","Cash on Delivery available,No Returns Applicable",
"SAMSUNG 870 Evo 1 TB Laptop, Desktop Internal Solid Sta...","₹8,087",49% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","250 GB,500 GB,1 TB,2 TB,4 TB",MPDSLERetail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG 980 Pro 1 TB Laptop, Desktop Internal Solid Sta...","₹9,949",57% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","1 TB,2 TB",MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"ZEBRONICS NVME SSD M.2 2280 FORM FACTOR 128 GB Desktop,...","₹1,349",77% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,KTMSOLUTIONS,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 128 GB,Desktop, Laptop","1 Year,Cash on Delivery available,No Returns Applicable","Transform your laptop and desktop performance to next level with Zebronics m.2 NVMe SSD. With PCIe interface this solid state storage device will give you low latency along with fast read and write performance. No moving parts mean better reliability and low power consumption will result in better battery life in laptop. Available in capacities of 128GB and 256GB.




Capacity
128GB,256GB

Flash Interface
TLC

Sequential Read Speed
1622MB/s,1900MB/s

Sequential Write Speed
594MB/s,1000MB/s

MTBF
2 Million hours

Operating Temperature
30-40°C

Package dimension
12.2 x 1.2 x 7.2 cm

Net Weight
5g"
"SAMSUNG 980 1 TB Laptop, Desktop Internal Solid State D...","₹7,670",52% off,4.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 23% off (price inclusive of cashback/coupon)",,MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"EVM sata 256 GB Desktop, All in One PC's, Laptop, Netwo...","₹1,700",51% off,4.3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,MEGADEALS17,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,Desktop, All in One PC's, Laptop, Network Attached Storage, Servers, Surveillance Systems","Cash on Delivery available,No Returns Applicable",
"EXPERTRONICS Pro 256 GB Laptop, All in One PC's Interna...","₹1,660",72% off,4.3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,netcomiits,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 256 GB,Laptop, All in One PC's","Cash on Delivery available,No Returns Applicable",This Expertronics combo of SSD and caddy come along with Consistent 256GB SSD and Expertronics 9.5MM Caddy. This perfect solution will get your laptop new life and enhanced speed for gaming and other uses. Before you order kindly get check the size of caddy as per given images. If still you have any query ask us we will be happy to help you.
"EVM NVME 1 TB Desktop, Laptop, Network Attached Storage...","₹5,299",55% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 11% off (price inclusive of cashback/coupon)",,KrishnaTechRetail18,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Desktop, Laptop, Network Attached Storage, Surveillance Systems","5 YEARS,Cash on Delivery available,No Returns Applicable",
"Crucial P3 PCIe 3.0 NVMe M.2 2280 500 GB Desktop, Lapto...","₹3,350",41% off,4.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 16% off (price inclusive of cashback/coupon)",,JupiterCompunet,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 500 GB,Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
"WESTERN DIGITAL WD Green M.2 480 GB Desktop, Laptop Int...","₹2,919",15% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","240 GB,480 GB",RetailNet,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 480 GB,Desktop, Laptop","3 Years Limited Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available",
ZEBRONICS m.2 nvme 512 GB All in One PC's Internal Soli...,"₹3,199",77% off,3.8,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,KTMSOLUTIONS,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 512 GB,All in One PC's","Cash on Delivery available,No Returns Applicable",
"SanDisk E30 / 800 Mbs / Window,Mac OS,Android / Portabl...","₹7,909",61% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 55% off (price inclusive of cashback/coupon)","1 TB,2 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG 980 500 GB Laptop, Desktop Internal Solid State...","₹4,497",50% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 6% off (price inclusive of cashback/coupon)",,MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 500 GB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"ZEBRONICS ZEB-MN13 128 GB Desktop, Laptop Internal Soli...","₹1,039",82% off,5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 82% off (price inclusive of cashback/coupon)",,BUZZINDIA,"Type: SSD,Interface: SATA,Form Factor: M.2,Capacity: 128 GB,Desktop, Laptop","3 year carry into service centre,Cash on Delivery available,No Returns Applicable,GST invoice available",
"ZEBRONICS Smart 128 GB Desktop, Laptop, All in One PC's...","₹1,040",76% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","128 GB,256 GB,512 GB",ADV TECH SOLUTIONS,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,Desktop, Laptop, All in One PC's","3 Years,Cash on Delivery available,No Returns Applicable",Transform your laptop and desktop performance to next level with SSD. Solid state storage will give you low latency along with fast read and write performance. No moving parts mean better reliability and low power consumption will result in better battery life in laptops. Available in capacitie of 128GB
SanDisk 1 TB External Solid State Drive (SSD),"₹9,979",32% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 32% off (price inclusive of cashback/coupon)","1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2","5 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG T7 Shield 1TB USB 3.2 Gen 2(10 Gbps),IP65 Rated...","₹9,427",49% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 16% off (price inclusive of cashback/coupon)","1 TB,4 TB",RetailNet,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","3 Years Warranty Provided by the Manufacturer from Date of Purchase,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG 870 Evo 500 GB Laptop, Desktop Internal Solid S...","₹4,699",55% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 7% off (price inclusive of cashback/coupon)","250 GB,500 GB,1 TB,2 TB,4 TB",MPDSLERetail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 500 GB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"Ant Esports SATA 2.5"" 256 GB Laptop, Desktop Internal S...","₹1,990",41% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 20% off (price inclusive of cashback/coupon)",,RcRetailStore,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,Laptop, Desktop","Three years warranty,Cash on Delivery available,No Returns Applicable",
"Crucial CT1000P3PSSD8 1000 GB Desktop, Laptop Internal ...","₹5,320",42% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 16% off (price inclusive of cashback/coupon)","1000 GB,2000 GB",MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1000 GB,Desktop, Laptop","Cash on Delivery available,No Returns Applicable,GST invoice available",
"SanDisk E30 / 800 Mbs / Window,Mac OS,Android / Portabl...","₹12,749",71% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 71% off (price inclusive of cashback/coupon)","1 TB,2 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.2,1 Port","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair",
"EVM M.2 NVME 512 GB Desktop, Laptop Internal Solid Stat...","₹2,936",67% off,4.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 3% off (price inclusive of cashback/coupon)",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 512 GB,Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
"Crucial BX500 480 GB Laptop, Desktop Internal Solid Sta...","₹2,103",86% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 26% off (price inclusive of cashback/coupon)","240 GB,480 GB,500 GB,1 TB",RetailNet,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 480 GB,Laptop, Desktop","3 Years Limited Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available","Crucial BX500 480GB 3D NAND SATA 2.5-inch SSD,The compatibility tool : https://www.crucial.in/store/systemscanner"
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹12,999",53% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 35% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"Consistent S6 256 GB Laptop, All in One PC's, Desktop I...","₹1,550",73% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,PragyaInt,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,Laptop, All in One PC's, Desktop","5 Years,Cash on Delivery available,No Returns Applicable",Consistent internal SSD that improves performance of your laptop or desktop system. Power-efficient drive uses up to 2.2W in active power only.
